GeneName,UniProtID,DrugBank ID,Name,Type,UniProt Name,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG,
1925,CDK2,P24941,DB08539,"3-cyclopropyl-5-phenyl-N-(pyridin-3-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1926,CDK2,P24941,DB01888,"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1927,CDK2,P24941,DB07493,"(2Z)-5'-BROMO-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE AMMONIATE",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1928,CDK2,P24941,DB07531,"4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1929,CDK2,P24941,DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1930,CDK2,P24941,DB08123,"N-METHYL-{4-[2-(7-OXO-6,7-DIHYDRO-8H-[1,3]THIAZOLO[5,4-E]INDOL-8-YLIDENE)HYDRAZINO]PHENYL}METHANESULFONAMIDE",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1932,CDK2,P24941,DB08531,"5-(2,3-dichlorophenyl)-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1933,CDK2,P24941,DB04186,"N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1935,CDK2,P24941,DB07686,"4-{[5-(CYCLOHEXYLAMINO)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",SmallMoleculeDrug,Cyclin-dependent kinase 2,0,0,0,1,0,0,0,0,1,1,0,0
1955,CDK6,Q00534,DB07379,(2S)-2-({6-[(3-amino-5-chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)-3-methylbutan-1-ol,SmallMoleculeDrug,Cyclin-dependent kinase 6,0,0,0,1,0,0,0,0,1,1,1,0
1957,CDK6,Q00534,DB07795,"3,7,3',4'-TETRAHYDROXYFLAVONE",SmallMoleculeDrug,Cyclin-dependent kinase 6,0,0,0,1,0,0,0,0,1,1,1,0
1985,CEACAM1,P13688,DB00113,Technetium Tc-99m arcitumomab,BiotechDrug,Carcinoembryonic antigen-related cell adhesion molecule 1,0,1,0,0,0,0,0,0,0,0,0,0
1995,CENPE,Q02224,DB06097,GSK-923295,SmallMoleculeDrug,Centromere-associated protein E,0,0,0,0,0,0,0,0,1,1,0,0
2005,CES1,P23141,DB04509,N-Methylnaloxonium,SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2007,CES1,P23141,DB04838,Cyclandelate,SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2012,CES1,P23141,DB00382,Tacrine,SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2013,CES1,P23141,DB06442,Avasimibe,SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2017,CES1,P23141,DB01452,Heroin,SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2019,CES1,P23141,DB00647,Dextropropoxyphene,SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2020,CES1,P23141,DB08224,"(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL",SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2021,CES1,P23141,DB02161,Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester,SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2023,CES1,P23141,DB03056,4-Piperidino-Piperidine,SmallMoleculeDrug,Liver carboxylesterase 1,0,0,0,0,0,0,0,0,1,1,0,0
2027,CFB,P00751,DB02459,4-Guanidinobenzoic Acid,SmallMoleculeDrug,Complement factor B,0,0,0,0,0,0,0,0,1,1,0,0
2030,CFD,P00746,DB03058,2-Aminobenzyl alcohol,SmallMoleculeDrug,Complement factor D,0,0,0,0,0,0,0,0,1,1,0,0
2031,CFD,P00746,DB04459,"3,4-Dichloroisocoumarin",SmallMoleculeDrug,Complement factor D,0,0,0,0,0,0,0,0,1,1,0,0
2036,CFTR,P13569,DB11712,Tezacaftor,SmallMoleculeDrug,Cystic fibrosis transmembrane conductance regulator,0,1,0,0,0,0,0,0,1,1,0,0
2038,CFTR,P13569,DB09280,Lumacaftor,SmallMoleculeDrug,Cystic fibrosis transmembrane conductance regulator,0,1,0,0,0,0,0,0,1,1,0,0
2044,CFTR,P13569,DB08820,Ivacaftor,SmallMoleculeDrug,Cystic fibrosis transmembrane conductance regulator,0,1,0,0,0,0,0,0,1,1,0,0
2057,CHEK1,O14757,DB06852,4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2058,CHEK1,O14757,DB08774,"1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2059,CHEK1,O14757,DB07647,"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2060,CHEK1,O14757,DB07654,"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2061,CHEK1,O14757,DB07158,"5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2062,CHEK1,O14757,DB07078,"(3Z)-6-(4-HYDROXY-3-METHOXYPHENYL)-3-(1H-PYRROL-2-YLMETHYLENE)-1,3-DIHYDRO-2H-INDOL-2-ONE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2063,CHEK1,O14757,DB07025,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2064,CHEK1,O14757,DB07653,"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2065,CHEK1,O14757,DB07038,2-(cyclohexylamino)benzoic acid,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2066,CHEK1,O14757,DB08683,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2067,CHEK1,O14757,DB08393,"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2068,CHEK1,O14757,DB08777,"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2069,CHEK1,O14757,DB07336,4-[3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOL-6-YL]-2-METHOXYPHENOL,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2070,CHEK1,O14757,DB08780,6-MORPHOLIN-4-YL-9H-PURINE,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2071,CHEK1,O14757,DB07320,"4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2073,CHEK1,O14757,DB07037,(2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2074,CHEK1,O14757,DB07959,3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2075,CHEK1,O14757,DB07228,1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2076,CHEK1,O14757,DB07243,"(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2077,CHEK1,O14757,DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2079,CHEK1,O14757,DB07648,"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2080,CHEK1,O14757,DB08392,"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2081,CHEK1,O14757,DB07075,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2082,CHEK1,O14757,DB08776,"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2084,CHEK1,O14757,DB07034,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2085,CHEK1,O14757,DB08781,"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2086,CHEK1,O14757,DB07314,"1-(5-CHLORO-2,4-DIMETHOXYPHENYL)-3-(5-CYANOPYRAZIN-2-YL)UREA",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2087,CHEK1,O14757,DB07655,"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2088,CHEK1,O14757,DB07213,"(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2089,CHEK1,O14757,DB08779,2-(methylsulfanyl)-5-(thiophen-2-ylmethyl)-1H-imidazol-4-ol,SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2090,CHEK1,O14757,DB08778,"[4-amino-2-(tert-butylamino)-1,3-thiazol-5-yl](phenyl)methanone",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2091,CHEK1,O14757,DB07311,"18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE",SmallMoleculeDrug,Serine/threonine-protein kinase Chk1,0,0,0,1,0,0,0,0,1,1,0,0
2107,CHRM1,P11229,DB01148,Flavoxate,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2108,CHRM1,P11229,DB00804,Dicyclomine,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2127,CHRM1,P11229,DB05766,ACP-104,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2128,CHRM1,P11229,DB00209,Trospium,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2146,CHRM1,P11229,DB05152,NGX267,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2152,CHRM1,P11229,DB00771,Clidinium,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2155,CHRM1,P11229,DB00670,Pirenzepine,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2168,CHRM1,P11229,DB01618,Molindone,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2173,CHRM1,P11229,DB00979,Cyclopentolate,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2178,CHRM1,P11229,DB00940,Methantheline,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2183,CHRM1,P11229,DB00219,Oxyphenonium,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2185,CHRM1,P11229,DB00810,Biperiden,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2186,CHRM1,P11229,DB01233,Metoclopramide,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2200,CHRM1,P11229,DB00483,Gallamine Triethiodide,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2205,CHRM1,P11229,DB00782,Propantheline,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2208,CHRM1,P11229,DB00942,Cycrimine,SmallMoleculeDrug,Muscarinic acetylcholine receptor M1,0,1,0,0,0,0,0,0,0,0,0,0
2230,CHRM3,P20309,DB01337,Pancuronium,SmallMoleculeDrug,Muscarinic acetylcholine receptor M3,0,1,0,0,0,0,0,0,0,0,0,0
2231,CHRM3,P20309,DB00729,Diphemanil Methylsulfate,SmallMoleculeDrug,Muscarinic acetylcholine receptor M3,0,1,0,0,0,0,0,0,0,0,0,0
2235,CHRM3,P20309,DB04924,Itopride,SmallMoleculeDrug,Muscarinic acetylcholine receptor M3,0,1,0,0,0,0,0,0,0,0,0,0
2237,CHRM3,P20309,DB09300,Butylscopolamine,SmallMoleculeDrug,Muscarinic acetylcholine receptor M3,0,1,0,0,0,0,0,0,0,0,0,0
2242,CHRM3,P20309,DB06709,Methacholine,SmallMoleculeDrug,Muscarinic acetylcholine receptor M3,0,1,0,0,0,0,0,0,0,0,0,0
2243,CHRM3,P20309,DB01625,Isopropamide,SmallMoleculeDrug,Muscarinic acetylcholine receptor M3,0,1,0,0,0,0,0,0,0,0,0,0
2276,CHRM3,P20309,DB01338,Pipecuronium,SmallMoleculeDrug,Muscarinic acetylcholine receptor M3,0,1,0,0,0,0,0,0,0,0,0,0
2282,CHRM3,P20309,DB01226,Mivacurium,SmallMoleculeDrug,Muscarinic acetylcholine receptor M3,0,1,0,0,0,0,0,0,0,0,0,0
2311,CKM,P06732,DB02490,(Diaminomethyl-Methyl-Amino)-Acetic Acid,SmallMoleculeDrug,Creatine kinase M-type,0,0,0,1,0,0,0,0,1,1,0,0
2312,CKM,P06732,DB04027,D-Arginine,SmallMoleculeDrug,Creatine kinase M-type,0,0,0,1,0,0,0,0,1,1,0,0
2317,CKS1B,P61024,DB02681,Meta Vanadate,SmallMoleculeDrug,Cyclin-dependent kinases regulatory subunit 1,0,0,0,0,0,0,0,0,0,0,0,0
2326,CLK1,P49759,DB06376,CHGN111,SmallMoleculeDrug,Dual specificity protein kinase CLK1,0,0,0,1,0,0,0,0,1,1,0,0
2344,CMAS,Q8NFW8,DB02485,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,SmallMoleculeDrug,N-acylneuraminate cytidylyltransferase,0,0,0,0,0,0,0,0,1,1,0,0
2346,CMPK1,P30085,DB03664,UP5,SmallMoleculeDrug,UMP-CMP kinase,0,0,0,1,0,0,0,0,1,1,0,0
2366,COMT,P21964,DB02105,"3,5-Dinitrocatechol",SmallMoleculeDrug,Catechol O-methyltransferase,0,1,0,0,1,0,0,0,1,1,0,0
2367,COMT,P21964,DB00323,Tolcapone,SmallMoleculeDrug,Catechol O-methyltransferase,0,1,0,0,1,0,0,0,1,1,0,0
2370,COMT,P21964,DB08049,"7,8-dihydroxy-4-phenyl-2H-chromen-2-one",SmallMoleculeDrug,Catechol O-methyltransferase,0,1,0,0,1,0,0,0,1,1,0,0
2371,COMT,P21964,DB07462,"(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE",SmallMoleculeDrug,Catechol O-methyltransferase,0,1,0,0,1,0,0,0,1,1,0,0
2373,COMT,P21964,DB00494,Entacapone,SmallMoleculeDrug,Catechol O-methyltransferase,0,1,0,0,1,0,0,0,1,1,0,0
2374,COMT,P21964,DB03907,"N-{3-[5-(6-Amino-Purin-9-Yl)-3,4-Dihydroxy-Tetrahydro-Furan-2-Yl]-Allyl}-2,3-Dihydroxy-5-Nitro-Benzamide",SmallMoleculeDrug,Catechol O-methyltransferase,0,1,0,0,1,0,0,0,1,1,0,0
2375,COMT,P21964,DB11632,Opicapone,SmallMoleculeDrug,Catechol O-methyltransferase,0,1,0,0,1,0,0,0,1,1,0,0
2376,COMT,P21964,DB03336,BIA,SmallMoleculeDrug,Catechol O-methyltransferase,0,1,0,0,1,0,0,0,1,1,0,0
2402,CPD,O75976,DB04489,Guanidinoethylmercaptosuccinic acid,SmallMoleculeDrug,Carboxypeptidase D,0,1,0,0,0,0,0,0,1,1,0,0
2407,CPS1,P31327,DB06775,Carglumic Acid,SmallMoleculeDrug,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",0,0,0,0,0,0,0,1,1,1,0,0
2429,CREBBP,Q92793,DB08655,"9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE",SmallMoleculeDrug,CREB-binding protein,1,0,0,0,0,0,0,0,1,1,1,1
2438,CROT,Q9UKG9,DB03832,"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",SmallMoleculeDrug,Peroxisomal carnitine O-octanoyltransferase,0,0,0,0,1,0,0,0,1,1,0,0
2446,CS,O75390,DB03182,Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex,SmallMoleculeDrug,"Citrate synthase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
2449,CS,O75390,DB01969,Trifluoroacetonyl Coenzyme A,SmallMoleculeDrug,"Citrate synthase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
2450,CS,O75390,DB04230,Nitromethyldethia Coenzyme A,SmallMoleculeDrug,"Citrate synthase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
2455,CSF1R,P07333,DB07167,5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE,SmallMoleculeDrug,Macrophage colony-stimulating factor 1 receptor,0,1,0,1,0,0,0,0,1,1,1,0
2458,CSF1R,P07333,DB07202,6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE,SmallMoleculeDrug,Macrophage colony-stimulating factor 1 receptor,0,1,0,1,0,0,0,0,1,1,1,0
2473,CSNK1G2,P78368,DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,SmallMoleculeDrug,Casein kinase I isoform gamma-2,0,0,0,1,0,0,1,0,1,1,0,0
2474,CSNK1G2,P78368,DB03083,IC261,SmallMoleculeDrug,Casein kinase I isoform gamma-2,0,0,0,1,0,0,1,0,1,1,0,0
2477,CSNK1G3,Q9Y6M4,DB07489,"4-Amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium",SmallMoleculeDrug,Casein kinase I isoform gamma-3,0,0,0,1,0,0,1,0,1,1,0,0
2478,CSNK1G3,Q9Y6M4,DB07488,"{(2Z)-4-AMINO-2-[(4-METHOXYPHENYL)IMINO]-2,3-DIHYDRO-1,3-THIAZOL-5-YL}(4-METHOXYPHENYL)METHANONE",SmallMoleculeDrug,Casein kinase I isoform gamma-3,0,0,0,1,0,0,1,0,1,1,0,0
2479,CSNK2A1,P68400,DB08360,"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2480,CSNK2A1,P68400,DB08345,"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2483,CSNK2A1,P68400,DB03035,"1,8-Di-Hydroxy-4-Nitro-Anthraquinone",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2485,CSNK2A1,P68400,DB08473,"5,6-dichloro-1-beta-D-ribofuranosyl-1H-benzimidazole",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2486,CSNK2A1,P68400,DB08354,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2487,CSNK2A1,P68400,DB08353,"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2490,CSNK2A1,P68400,DB04721,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2491,CSNK2A1,P68400,DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2492,CSNK2A1,P68400,DB07802,"3,8-DIBROMO-7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2493,CSNK2A1,P68400,DB08340,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2494,CSNK2A1,P68400,DB01765,"(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2495,CSNK2A1,P68400,DB04462,Tetrabromo-2-Benzotriazole,SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2496,CSNK2A1,P68400,DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2498,CSNK2A1,P68400,DB08660,"1,2,5,8-tetrahydroxyanthracene-9,10-dione",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2499,CSNK2A1,P68400,DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
2500,CSNK2A1,P68400,DB08338,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",SmallMoleculeDrug,Casein kinase II subunit alpha,1,0,0,1,0,0,1,0,1,1,0,0
