TF	target	A375	A549	ASC	HA1E	HCC515	HEPG2	MCF7	NPC	PC3	VCAP
EZH2	ACBD3	0	0	0	0	0	0	1	0	0	0
EZH2	AKR7A2	0	0	0	0	1	0	0	0	0	0
EZH2	ATP2C1	0	0	0	0	0	0	0	0	1	0
EZH2	BLCAP	0	0	1	1	1	1	1	0	0	0
EZH2	BZW2	0	0	0	0	0	1	0	0	0	0
EZH2	CDC20	0	0	0	1	1	0	0	0	1	0
EZH2	CEP57	0	0	1	0	0	0	0	0	0	0
EZH2	CGRRF1	0	0	1	1	1	0	1	0	1	0
EZH2	CLIC4	0	0	0	0	0	0	0	0	1	0
EZH2	CNOT4	0	0	0	0	0	1	0	1	0	0
EZH2	COPB2	0	0	0	0	0	0	0	1	0	0
EZH2	CPNE3	0	0	0	0	0	0	1	0	0	0
EZH2	CSK	0	0	0	0	0	0	0	0	1	0
EZH2	CTNNAL1	0	0	1	0	0	0	0	0	0	0
EZH2	DNAJB2	0	0	1	0	0	0	0	0	0	0
EZH2	DUSP3	0	0	0	0	1	0	0	0	0	0
EZH2	DYNLT3	0	0	0	0	0	1	1	1	0	0
EZH2	EML3	0	0	0	0	1	0	0	0	0	0
EZH2	EPB41L2	0	0	0	0	0	0	0	0	1	0
EZH2	EPHB2	0	0	0	0	0	0	0	0	0	1
EZH2	FAS	0	0	1	0	0	0	0	0	0	0
EZH2	FASTKD5	0	0	1	1	1	0	0	0	0	0
EZH2	FZD7	0	0	0	1	0	0	0	0	1	0
EZH2	GDPD5	0	0	0	0	0	1	0	0	0	0
EZH2	HN1L	0	0	0	0	0	0	1	0	0	0
EZH2	HSPB1	0	0	0	0	0	0	0	0	0	1
EZH2	ICAM3	0	0	1	0	0	0	0	0	0	0
EZH2	KIAA0100	0	0	0	0	0	0	1	0	0	0
EZH2	KIAA0753	0	0	1	0	0	1	0	0	0	0
EZH2	MACF1	0	0	0	0	0	0	1	0	0	0
EZH2	MAP2K5	0	0	0	0	0	0	0	1	0	0
EZH2	MAP4K4	0	0	0	0	0	0	0	1	0	0
EZH2	MAP7	0	0	1	0	0	0	0	0	0	0
EZH2	NARFL	0	0	0	0	0	0	1	0	0	0
EZH2	NFE2L2	0	0	0	0	0	1	0	1	0	1
EZH2	PEX11A	0	0	0	1	0	1	1	1	0	0
EZH2	PHKB	0	0	0	0	1	0	0	0	0	1
EZH2	PHKG2	0	0	1	0	0	0	0	0	0	0
EZH2	PIN1	0	0	0	0	1	0	0	0	0	0
EZH2	PLCB3	0	0	0	0	0	0	0	0	1	0
EZH2	PRAF2	0	0	1	0	0	0	1	0	0	0
EZH2	PRCP	0	0	1	0	0	0	0	0	0	0
EZH2	PRKCQ	0	0	0	0	1	0	0	0	0	0
EZH2	PSMB8	0	0	0	0	0	0	1	0	0	0
EZH2	PUF60	0	0	1	1	0	1	1	0	0	0
EZH2	RFC2	0	0	0	0	1	1	0	0	0	0
EZH2	RHOA	0	0	0	0	0	0	0	0	1	0
EZH2	RRP1B	0	0	0	0	0	0	1	0	0	0
EZH2	SLC5A6	0	0	0	0	0	1	0	1	0	0
EZH2	STX4	0	0	0	0	0	1	0	0	0	0
EZH2	SYPL1	0	0	0	0	0	0	1	0	0	1
EZH2	TBX2	0	0	0	0	0	1	0	0	0	0
EZH2	TCEAL4	0	0	0	0	0	1	0	0	0	0
EZH2	TIMM9	0	0	0	0	0	0	1	0	0	0
EZH2	TMED10	0	0	0	0	0	1	0	0	0	0
EZH2	TMEM50A	0	0	0	1	0	1	0	1	0	0
EZH2	TMEM97	0	0	0	1	0	1	0	1	0	0
EZH2	TOPBP1	0	0	0	1	0	0	0	0	0	0
EZH2	TRAP1	0	0	0	0	0	0	1	0	0	0
EZH2	TRIB1	0	0	0	0	0	1	0	1	1	0
EZH2	TRIM13	0	0	0	0	0	1	0	1	0	0
EZH2	TSEN2	0	0	0	0	0	1	0	0	0	1
EZH2	TXLNA	0	0	0	0	0	1	0	1	0	0
EZH2	ZFP36	0	0	0	0	1	0	0	0	0	0
FAH	ACOT9	0	0	0	0	0	1	0	1	0	0
FAH	AKR7A2	0	0	0	0	0	0	0	0	0	1
FAH	ASCC3	0	0	0	0	0	0	0	0	0	1
FAH	BLMH	0	0	1	0	0	1	0	1	0	0
FAH	CCNF	0	0	0	0	0	1	0	0	0	0
FAH	CDC42	0	0	0	0	0	0	0	0	1	0
FAH	CDCA4	0	0	0	0	0	0	0	1	0	0
FAH	DENND2D	0	0	0	0	0	0	0	0	0	1
FAH	DNAJB1	0	0	0	1	0	0	0	0	0	0
FAH	FBXO11	0	0	0	0	0	0	0	0	1	0
FAH	GALE	0	0	0	0	0	1	0	0	0	0
FAH	GDPD5	0	0	0	0	0	0	0	0	0	1
FAH	GNAI2	0	0	0	0	0	0	0	1	0	0
FAH	GPC1	0	0	0	0	0	0	0	0	0	1
FAH	HSPA1A	0	0	0	0	0	0	0	0	1	0
FAH	LGALS8	0	0	0	0	0	1	0	0	0	0
FAH	MEST	0	0	0	0	0	1	0	0	0	0
FAH	MYC	0	0	0	0	0	1	0	1	0	0
FAH	NR2F6	0	0	0	0	0	0	0	0	1	0
FAH	POLB	0	0	0	0	0	0	0	1	0	0
FAH	PYCR1	0	0	0	0	0	0	0	1	0	0
FAH	PYGL	0	0	0	0	0	0	0	0	0	1
FAH	SGCB	0	0	0	1	0	0	0	0	0	0
FAH	SKIV2L	0	0	0	0	0	0	0	1	0	0
FAH	SPR	0	0	0	0	0	0	0	1	0	1
FAH	STUB1	0	0	1	0	0	0	0	0	0	0
FAH	TMCO1	0	0	0	0	0	1	0	0	0	0
FAH	TP53BP2	0	0	0	0	0	1	0	0	0	0
FAH	UBE3C	0	0	0	1	0	1	0	1	0	1
FAH	USP6NL	0	0	0	1	0	0	0	0	0	0
FAH	ZFP36	0	0	0	0	0	1	0	0	0	0
FAIM	ACLY	0	0	0	0	0	0	0	0	0	1
FAIM	AKAP8L	0	0	0	0	1	0	0	1	0	0
FAIM	BAG3	0	0	0	0	0	0	0	0	0	1
FAIM	CCNF	0	0	0	0	0	0	0	0	0	1
FAIM	CD58	0	0	0	0	0	0	0	0	0	1
FAIM	CDKN2A	0	0	0	0	0	0	0	0	0	1
FAIM	CLIC4	0	0	0	1	0	1	0	0	0	0
FAIM	COPS7A	0	0	0	0	1	0	0	0	0	0
FAIM	CRK	0	1	0	0	0	0	0	0	0	0
FAIM	DNTTIP2	0	0	0	0	0	0	0	1	0	0
FAIM	GNA11	0	0	0	0	0	0	0	1	0	0
FAIM	IL4R	0	0	0	1	0	0	0	0	0	0
FAIM	KIAA1033	0	0	0	0	1	0	0	0	0	0
FAIM	LSR	0	0	0	1	0	1	0	1	0	0
FAIM	MAPKAPK2	0	0	0	1	0	0	0	0	0	0
FAIM	MNAT1	1	0	0	0	0	0	0	0	0	0
FAIM	NR2F6	1	0	0	0	0	0	0	0	0	0
FAIM	NSDHL	1	0	0	0	0	0	0	0	0	0
FAIM	PAF1	0	0	0	0	0	0	0	0	0	1
FAIM	PCCB	0	0	0	1	0	0	0	0	0	0
FAIM	PDHX	1	0	0	0	0	0	0	0	0	0
FAIM	PHKG2	0	1	0	0	0	0	0	0	0	0
FAIM	PLP2	1	0	0	0	0	0	0	0	0	0
FAIM	PNKP	0	0	0	0	0	0	0	0	0	1
FAIM	PPIE	1	0	0	0	0	1	0	1	0	0
FAIM	RAB21	1	0	0	0	0	0	0	0	0	0
FAIM	RPL39L	0	0	0	0	0	1	0	0	0	0
FAIM	SCYL3	0	0	1	0	0	0	0	0	0	0
FAIM	SLC25A4	0	0	0	0	0	1	0	1	0	0
FAIM	SMARCA4	0	0	0	0	0	0	0	0	0	1
FAIM	TATDN2	1	0	0	0	1	1	0	0	0	1
FAIM	TCEA2	0	0	0	0	1	0	0	0	0	0
FAIM	TSPAN6	0	0	0	0	1	1	0	0	0	1
FAIM	VAPB	1	1	0	1	0	1	0	0	0	0
FAM20B	FZD1	0	0	0	0	0	0	0	0	1	0
FAM20B	HSPA4	0	0	0	0	0	0	0	0	1	0
FAM20B	MAT2A	0	0	0	0	0	0	0	0	1	0
FAM20B	SLC25A14	0	1	0	0	0	0	0	0	1	0
FAM57A	ABCC5	0	1	0	1	0	0	0	0	0	0
FAM57A	ABCF1	0	0	1	0	0	0	0	0	0	0
FAM57A	ANO10	0	0	1	0	0	0	0	0	0	0
FAM57A	ANXA7	0	0	0	0	0	1	0	1	0	0
FAM57A	ATP1B1	0	0	0	0	0	1	0	0	0	0
FAM57A	BNIP3	0	0	0	1	0	0	0	0	0	0
FAM57A	CCNB2	0	0	0	1	0	0	0	0	0	0
FAM57A	CCND3	0	0	0	0	0	0	0	0	1	0
FAM57A	CDC42	0	1	0	0	0	0	0	0	0	0
FAM57A	CDK4	0	0	0	0	0	0	0	0	0	1
FAM57A	DERA	1	0	1	0	0	0	0	0	0	0
FAM57A	EAPP	0	0	0	0	1	0	0	0	0	0
FAM57A	EDEM1	0	0	0	0	0	1	0	1	0	0
FAM57A	FAIM	0	0	1	0	0	0	0	0	0	0
FAM57A	FASTKD5	0	0	0	0	0	0	0	0	0	1
FAM57A	FAT1	0	0	1	0	0	0	0	0	0	0
FAM57A	GMNN	1	1	0	0	1	0	0	0	0	0
FAM57A	GTPBP8	0	1	0	0	0	0	0	0	0	0
FAM57A	HDAC6	0	0	0	0	0	0	0	0	1	0
FAM57A	HS2ST1	0	0	1	0	0	0	0	0	0	0
FAM57A	HSPA4	0	1	0	1	0	0	0	0	0	0
FAM57A	JMJD6	0	0	1	0	0	0	0	0	0	0
FAM57A	KDELR2	1	1	0	0	1	0	0	0	0	0
FAM57A	LRPAP1	0	0	0	0	0	0	0	1	0	0
FAM57A	MBNL1	0	0	0	0	0	0	0	0	1	0
FAM57A	MBNL2	0	0	1	0	0	0	0	0	0	0
FAM57A	MFSD10	0	0	0	1	0	0	0	0	0	0
FAM57A	NENF	1	1	1	1	1	1	0	0	1	1
FAM57A	ORC1	1	1	0	1	1	0	0	0	0	0
FAM57A	OXCT1	0	0	1	0	0	0	0	0	0	0
FAM57A	PAFAH1B1	0	1	0	0	0	0	0	0	0	0
FAM57A	PARP1	0	0	0	1	0	0	0	0	0	0
FAM57A	PHGDH	0	0	0	0	0	1	0	0	0	0
FAM57A	PIH1D1	0	0	0	1	0	0	0	0	0	0
FAM57A	POLB	0	1	0	0	0	0	0	1	1	0
FAM57A	POLR1C	1	1	0	1	1	0	0	1	0	0
FAM57A	RAE1	0	0	1	0	0	0	0	0	0	0
FAM57A	RPL39L	0	0	1	0	0	0	0	0	0	0
FAM57A	SACM1L	0	0	1	0	0	0	0	0	0	0
FAM57A	SKIV2L	0	0	1	0	0	0	0	0	0	0
FAM57A	SORBS3	0	0	0	0	0	1	0	0	0	0
FAM57A	SPDEF	0	0	1	0	0	0	0	0	0	0
FAM57A	TBPL1	0	0	0	0	0	1	0	0	0	0
FAM57A	TBXA2R	0	1	0	0	0	0	0	0	0	0
FAM57A	TCFL5	0	0	1	0	0	0	0	0	0	0
FAM57A	TERF2IP	0	0	0	1	0	0	0	0	0	0
FAM57A	TES	0	0	1	0	0	0	0	0	0	0
FAM57A	TOPBP1	0	0	1	0	0	0	0	1	0	0
FAM57A	TSTA3	0	0	1	0	0	0	0	0	0	0
FAM57A	UBE3C	0	0	0	0	0	1	0	0	0	0
FAM57A	UBQLN2	0	0	0	1	1	0	0	0	0	0
FAM57A	VAV3	0	0	0	0	0	0	0	0	1	0
FAM57A	YKT6	0	1	1	0	0	0	0	0	0	0
FAM63A	CCNA2	0	0	0	0	0	0	0	0	1	0
FAM63A	CLIC4	0	0	0	0	0	0	0	0	1	0
FAM63A	MELK	0	0	0	0	0	0	0	0	1	0
FAM63A	MYCBP2	0	0	0	0	0	0	0	0	1	0
FAM63A	PAK1	0	0	0	0	0	0	0	0	0	1
FAM63A	PSIP1	0	0	0	0	0	0	0	1	0	0
FAM63A	PSMB8	0	0	0	0	0	0	0	0	0	1
FAM63A	SUV39H1	0	0	0	0	0	0	0	0	1	0
FAM63A	TIAM1	0	0	0	0	0	0	0	1	0	0
FAM69A	ADAT1	0	0	0	0	1	0	0	0	0	0
FAM69A	ANO10	0	0	1	0	0	0	0	0	0	0
FAM69A	APP	0	0	0	0	0	0	0	0	1	0
FAM69A	BAG3	0	0	0	0	1	0	0	0	0	0
FAM69A	BLCAP	0	0	0	1	0	0	0	0	0	0
FAM69A	CALM3	0	1	0	1	0	0	0	0	0	1
FAM69A	CDK5R1	0	0	0	0	0	0	0	0	0	1
FAM69A	CFLAR	0	0	0	0	0	0	0	0	0	1
FAM69A	CLPX	0	0	0	0	0	1	0	1	0	1
FAM69A	COG7	0	0	0	0	0	1	0	1	0	0
FAM69A	CREG1	0	0	0	0	0	0	1	0	0	0
FAM69A	CRTAP	0	0	0	0	0	0	1	0	0	0
FAM69A	CSK	1	1	0	1	1	0	0	1	1	1
FAM69A	DNMT3A	0	0	0	0	0	0	0	0	1	0
FAM69A	DUSP3	1	1	0	0	1	0	0	0	1	1
FAM69A	ECH1	0	1	0	1	0	0	0	0	0	1
FAM69A	EGF	0	0	0	0	0	0	1	0	1	0
FAM69A	EPN2	0	0	1	0	0	0	0	0	0	0
FAM69A	ETV1	0	0	0	0	0	0	0	0	0	1
FAM69A	FOS	0	0	0	0	0	0	1	1	0	1
FAM69A	GHR	0	0	0	0	0	0	0	0	0	1
FAM69A	GNA11	0	0	0	0	0	1	0	1	0	1
FAM69A	HMGCS1	0	0	0	0	0	0	0	0	0	1
FAM69A	ITGB5	0	0	0	0	0	0	0	0	0	1
FAM69A	LYN	0	1	0	1	0	0	0	0	0	0
FAM69A	MFSD10	0	0	0	0	0	0	0	0	0	1
FAM69A	MTHFD2	0	0	0	0	1	0	0	0	0	0
FAM69A	MYBL2	0	0	1	0	0	0	0	0	0	0
FAM69A	NOS3	0	0	0	0	0	0	1	0	0	0
FAM69A	PGM1	0	0	0	0	0	1	0	0	0	0
FAM69A	PIN1	1	0	0	0	0	1	0	1	0	0
FAM69A	PIP4K2B	0	1	0	0	0	0	0	0	0	0
FAM69A	PLA2G4A	0	0	0	1	0	0	0	0	0	0
FAM69A	PLCB3	0	0	0	0	0	0	1	0	0	0
FAM69A	PRCP	0	0	0	0	0	0	0	1	0	0
FAM69A	PRKCD	0	1	0	0	0	0	0	0	0	0
FAM69A	PRR15L	0	0	1	0	0	0	0	0	0	0
FAM69A	PSMD10	0	0	0	0	0	0	0	0	0	1
FAM69A	PTK2	0	0	0	0	0	1	0	0	0	0
FAM69A	PXN	0	0	0	0	0	1	0	0	0	0
FAM69A	RAB4A	0	0	1	0	0	0	0	0	0	0
FAM69A	RAD9A	0	0	0	0	0	0	0	0	0	1
FAM69A	RFC2	0	0	0	0	0	1	0	0	0	0
FAM69A	RGS2	1	0	0	0	0	0	0	0	0	0
FAM69A	RUVBL1	0	0	0	0	0	1	0	0	0	0
FAM69A	SGCB	1	0	1	1	0	1	0	1	0	0
FAM69A	SKIV2L	0	0	0	0	0	0	0	1	0	0
FAM69A	SOCS2	0	0	0	0	0	0	1	0	0	0
FAM69A	STAT1	0	1	0	0	0	0	0	0	0	1
FAM69A	STAT5B	0	0	0	0	0	0	0	0	0	1
FAM69A	STK10	0	0	0	0	0	0	0	0	0	1
FAM69A	STX1A	0	0	0	1	0	0	0	0	0	0
FAM69A	SUV39H1	1	0	0	0	0	0	0	0	0	0
FAM69A	SYPL1	0	0	0	0	0	0	1	0	0	0
FAM69A	TMEM109	0	0	0	0	0	0	0	0	0	1
FAM69A	TSKU	1	0	0	0	0	0	0	1	0	0
FAM69A	VAPB	1	1	1	0	0	1	0	0	0	0
FAM69A	WFS1	0	0	1	0	0	0	1	0	0	0
FAM69A	WIPF2	0	0	0	0	0	0	1	0	0	0
FAM69A	XPNPEP1	0	0	0	0	0	0	0	1	0	0
FAM69A	ZMIZ1	0	0	0	0	0	0	0	0	0	1
FAS	ADAT1	0	0	0	0	0	1	0	0	0	0
FAS	BDH1	0	0	0	0	0	1	0	0	0	0
FAS	BPHL	0	0	0	0	0	0	0	1	0	0
FAS	DPH2	0	1	0	0	0	0	0	0	0	0
FAS	DUSP14	0	0	0	1	0	0	0	0	0	0
FAS	ELAC2	1	0	0	0	0	0	0	0	0	0
FAS	FAM69A	0	1	0	0	0	0	0	0	0	0
FAS	FPGS	0	1	0	0	0	0	0	0	0	0
FAS	GNAI1	0	0	0	0	0	0	0	0	1	0
FAS	GRN	0	0	0	0	1	0	0	0	0	0
FAS	ITGAE	0	0	0	0	0	0	0	0	0	1
FAS	MAP7	0	0	0	0	0	0	0	1	0	0
FAS	OXA1L	0	0	0	0	1	0	0	0	0	0
FAS	OXSR1	0	1	0	0	0	0	0	0	0	0
FAS	PIK3CA	0	0	0	0	0	0	0	0	1	0
FAS	REEP5	0	1	0	0	0	0	0	0	0	0
FAS	SCCPDH	0	1	0	0	0	0	0	0	0	0
FAS	SOX2	0	0	0	0	0	0	0	0	1	0
FAS	TFDP1	0	1	0	0	0	0	0	0	0	0
FAS	TIMM9	0	1	0	0	0	0	0	0	0	0
FAS	USP22	0	0	0	0	0	1	0	0	0	0
FAS	VPS72	0	0	0	0	0	0	0	0	1	0
FAS	WIPF2	0	0	0	1	0	0	0	0	0	0
FASTKD5	ACOT9	0	0	0	0	0	0	0	1	0	0
FASTKD5	C5	0	0	0	1	0	0	0	0	1	0
FASTKD5	COASY	0	0	0	0	0	0	0	1	0	0
FASTKD5	DDIT4	0	0	0	0	0	1	0	0	0	0
FASTKD5	EBP	0	0	0	0	0	1	0	1	0	0
FASTKD5	ELAC2	0	0	0	0	0	1	0	1	0	0
FASTKD5	FAH	0	0	0	0	0	0	0	1	0	0
FASTKD5	FOXJ3	0	0	0	0	0	0	0	0	1	0
FASTKD5	GPR56	1	0	0	0	1	0	0	0	1	1
FASTKD5	HMGA2	0	0	0	1	0	0	0	0	0	0
FASTKD5	IKBKE	0	0	0	0	0	0	0	0	1	0
FASTKD5	KIF5C	0	0	0	0	0	1	0	0	0	0
FASTKD5	LIPA	0	0	0	0	0	1	0	0	0	0
FASTKD5	RAP1GAP	0	0	0	0	0	0	0	0	0	1
FASTKD5	RPS5	0	0	0	0	0	0	0	0	1	0
FASTKD5	RUVBL1	0	0	0	0	0	0	0	1	0	0
FASTKD5	SHC1	0	0	0	0	0	0	0	0	1	0
FASTKD5	SLC25A14	0	0	0	0	0	0	0	0	1	0
FASTKD5	SMAD3	0	1	0	0	0	0	0	0	0	0
FASTKD5	TCFL5	0	0	0	0	0	0	0	1	0	0
FASTKD5	ZNF274	0	1	0	0	1	0	0	0	0	0
FAT1	AGL	0	0	0	0	0	0	0	1	0	0
FAT1	APP	0	0	0	1	0	0	0	0	0	0
FAT1	CSNK1E	0	1	0	0	0	0	0	0	0	0
FAT1	CTTN	0	0	0	0	0	1	0	0	0	0
FAT1	MAN2B1	0	0	0	0	0	0	0	1	0	0
FAT1	MAP3K4	0	0	1	0	0	0	0	0	0	0
FAT1	MYCBP	0	0	0	0	0	0	0	1	0	0
FAT1	PCCB	0	0	0	1	0	0	0	0	0	0
FAT1	PPIC	0	0	0	0	0	1	0	0	0	0
FAT1	RRP12	0	0	0	0	0	1	0	1	0	0
FAT1	SLC25A4	0	0	0	0	0	0	0	1	0	0
FAT1	SMC4	0	0	0	0	0	1	0	0	0	0
FAT1	SPEN	0	0	0	0	0	0	0	1	0	0
FAT1	SPP1	0	0	0	0	0	0	0	0	1	0
FAT1	STX4	0	0	0	0	0	1	0	1	0	0
FAT1	TERF2IP	0	0	0	0	0	0	0	1	0	0
FAT1	UGDH	0	0	0	0	0	0	0	0	0	1
FBXL12	CCDC92	0	0	1	0	0	0	0	0	0	0
FBXL12	CCP110	0	0	0	0	0	0	0	0	1	0
FBXL12	CERK	0	0	0	0	0	0	0	0	0	1
FBXL12	CFLAR	0	0	0	0	0	1	0	0	0	0
FBXL12	CHN1	0	0	0	0	0	1	0	0	0	0
FBXL12	CRTAP	0	0	0	0	0	0	0	0	0	1
FBXL12	DENND2D	0	0	0	0	1	0	0	0	0	0
FBXL12	DNMT1	0	0	0	0	0	0	0	0	0	1
FBXL12	DUSP14	1	0	0	0	0	0	0	0	0	0
FBXL12	DYNLT3	0	0	0	0	0	0	0	1	0	0
FBXL12	ELOVL6	1	1	0	1	0	1	0	0	0	1
FBXL12	ENOSF1	0	0	0	0	0	1	0	0	0	0
FBXL12	ETS1	1	0	0	0	0	0	0	0	0	0
FBXL12	FBXO21	0	0	0	1	0	0	0	0	0	0
FBXL12	GADD45B	0	0	0	0	0	0	0	0	1	0
FBXL12	HERPUD1	0	0	0	0	0	0	0	0	0	1
FBXL12	HSPA1A	0	0	0	0	0	0	0	0	0	1
FBXL12	IKBKE	0	0	0	0	0	0	0	0	0	1
FBXL12	IL1B	0	0	0	0	0	0	0	0	0	1
FBXL12	JUN	0	0	0	0	0	0	0	0	0	1
FBXL12	KDM3A	0	0	1	0	0	0	0	0	0	0
FBXL12	LSM5	0	0	0	1	0	0	0	1	0	0
FBXL12	MBOAT7	0	0	0	1	0	0	0	0	0	0
FBXL12	MELK	0	0	0	1	1	0	0	0	0	0
FBXL12	MICALL1	0	0	1	0	0	0	0	0	0	0
FBXL12	MPZL1	0	0	0	1	0	0	0	0	0	0
FBXL12	MTF2	0	0	0	0	0	0	0	0	0	1
FBXL12	NOSIP	0	0	0	0	0	0	0	0	1	0
FBXL12	PAFAH1B3	0	0	1	0	0	0	0	0	0	0
FBXL12	PAK6	0	0	0	0	0	0	0	0	0	1
FBXL12	PCCB	0	0	0	0	0	0	0	0	1	0
FBXL12	PNKP	0	0	0	0	0	0	0	0	1	0
FBXL12	PPIE	0	0	0	0	0	0	0	1	0	0
FBXL12	RPA2	0	0	0	0	1	0	0	0	0	0
FBXL12	SDHB	0	0	0	0	0	0	0	1	0	0
FBXL12	SLC35A3	0	0	0	0	0	0	0	0	1	0
FBXL12	TIMELESS	0	1	0	0	0	0	0	0	0	0
FBXL12	ZFP36	0	0	0	0	0	1	0	1	0	0
FBXO11	AARS	0	0	0	0	1	0	0	0	0	0
FBXO11	ACBD3	0	0	0	0	0	0	0	0	0	1
FBXO11	AXIN1	0	0	0	0	0	0	0	0	1	0
FBXO11	DHRS7	0	0	0	0	0	0	0	0	0	1
FBXO11	ERO1L	0	0	0	0	0	0	0	0	0	1
FBXO11	EVL	0	0	0	0	1	0	0	0	0	0
FBXO11	FEZ2	1	0	0	0	0	0	0	0	0	0
FBXO11	IKBKAP	0	0	0	0	0	0	0	0	0	1
FBXO11	IL13RA1	0	0	0	0	0	0	0	0	0	1
FBXO11	KAT6A	0	1	0	0	0	0	0	0	0	0
FBXO11	KDM5B	0	0	0	0	0	0	0	0	1	0
FBXO11	MOK	0	0	0	0	0	0	0	0	0	1
FBXO11	MSH6	0	0	0	0	1	0	0	0	0	0
FBXO11	NNT	1	0	0	0	1	0	0	0	0	0
FBXO11	PIK3R3	0	0	0	0	0	0	0	0	0	1
FBXO11	PKIG	0	0	0	0	1	0	0	0	0	0
FBXO11	RAP1GAP	0	0	0	0	0	0	0	0	1	0
FBXO11	SDHB	0	0	0	0	0	0	0	0	0	1
FBXO11	SMC3	0	0	0	0	1	0	0	0	0	0
FBXO11	SPTLC2	0	0	0	0	0	0	0	0	1	0
FBXO11	ZMIZ1	0	0	0	0	0	0	0	0	0	1
FBXO21	APBB2	0	0	1	0	0	0	0	0	0	0
FBXO21	CCNB2	0	0	0	0	0	0	0	1	0	0
FBXO21	CCNF	0	0	0	0	0	1	0	0	0	0
FBXO21	GNB5	0	0	0	0	0	1	0	1	0	0
FBXO21	KEAP1	0	0	0	0	0	1	0	1	0	0
FBXO21	KIAA0355	0	0	1	0	0	0	0	0	0	0
FBXO21	NISCH	0	0	1	0	0	0	0	0	0	0
FBXO21	NNT	0	0	0	0	1	0	0	0	0	0
FBXO21	RSU1	0	0	1	0	0	0	0	0	0	0
FBXO21	SPTLC2	0	0	0	0	0	0	0	0	1	0
FBXO21	SYNGR3	0	0	1	0	0	0	0	0	0	0
FBXO7	ABHD6	0	0	1	0	0	0	0	0	0	0
FBXO7	ADO	0	0	0	0	0	0	0	0	0	1
FBXO7	AKT1	0	0	0	0	0	0	0	0	1	0
FBXO7	ATP11B	0	0	0	0	1	0	0	0	0	0
FBXO7	BAMBI	0	1	0	0	0	0	0	0	0	0
FBXO7	CCND1	0	0	0	0	0	0	0	0	0	1
FBXO7	CDC25A	0	0	0	0	1	0	0	0	0	0
FBXO7	CDH3	0	0	1	0	0	0	0	0	0	0
FBXO7	CERK	0	0	0	0	0	1	0	0	0	0
FBXO7	CFLAR	0	0	1	0	0	0	0	0	0	0
FBXO7	DDB2	0	0	1	0	0	0	0	0	0	1
FBXO7	DNAJC15	0	0	1	0	0	0	0	0	0	0
FBXO7	DUSP22	0	0	1	0	0	0	0	0	0	0
FBXO7	FBXO7	0	0	1	0	0	0	0	0	0	0
FBXO7	GADD45B	0	0	1	0	0	0	0	0	0	0
FBXO7	HAT1	1	1	0	0	0	0	0	0	0	0
FBXO7	HERPUD1	0	0	0	0	1	0	0	0	0	0
FBXO7	HTATSF1	1	0	0	0	0	0	0	0	0	0
FBXO7	IGF1R	0	0	0	0	0	0	0	0	0	1
FBXO7	IGHMBP2	0	0	0	0	0	0	0	0	0	1
FBXO7	INTS3	0	0	0	0	0	0	0	0	0	1
FBXO7	KIAA0753	0	0	1	0	0	0	0	0	0	0
FBXO7	MTFR1	1	1	1	0	1	0	0	0	0	0
FBXO7	NISCH	0	0	0	0	1	0	0	0	0	0
FBXO7	PCCB	0	0	1	0	0	0	0	0	0	0
FBXO7	POLR2K	0	0	0	0	0	0	0	0	0	1
FBXO7	PPP1R13B	0	0	0	0	1	0	0	0	0	0
FBXO7	PTPN6	0	0	0	0	0	0	0	0	0	1
FBXO7	PXN	0	0	0	0	1	0	0	0	0	0
FBXO7	RFNG	0	0	0	0	1	0	0	0	0	0
FBXO7	RPS6KA1	1	0	0	0	0	0	0	0	0	0
FBXO7	SFN	0	0	0	0	0	0	0	0	1	0
FBXO7	SORBS3	0	0	0	0	0	0	0	0	1	0
FBXO7	TCTN1	0	0	0	0	0	0	0	0	0	1
FBXO7	TES	0	0	0	0	0	1	0	0	0	0
FBXO7	TMEM97	0	0	1	0	0	0	0	0	0	0
FBXO7	TSC22D3	0	0	0	0	1	0	0	0	0	0
FBXO7	TSPAN6	0	0	0	0	0	0	0	0	1	0
FBXO7	USP7	0	0	0	0	1	0	0	0	0	0
FBXO7	ZNF131	0	0	1	0	0	0	0	0	0	0
FCHO1	ATG3	0	0	0	0	0	1	0	0	0	0
FCHO1	CDCA4	0	0	0	0	0	0	0	0	1	0
FCHO1	CLIC4	0	0	0	0	0	0	0	1	0	0
FCHO1	CLPX	0	0	1	0	0	0	0	0	0	0
FCHO1	DERA	0	1	0	0	0	0	0	0	0	0
FCHO1	DUSP3	0	1	0	0	0	0	0	0	0	0
FCHO1	FBXL12	0	1	0	0	0	0	0	0	0	0
FCHO1	MCOLN1	0	0	0	0	0	1	0	0	0	0
FCHO1	MYC	0	0	0	0	0	0	0	1	0	0
FCHO1	NR2F6	1	0	0	0	0	0	0	0	0	0
FCHO1	RAB31	0	0	0	0	0	1	0	0	0	0
FCHO1	SLC5A6	1	0	0	0	0	0	0	1	0	0
FCHO1	SMNDC1	0	0	0	0	0	0	0	1	0	0
FCHO1	STX4	0	0	0	0	0	1	0	0	0	0
FCHO1	STXBP2	0	0	0	0	0	1	0	0	0	0
FCHO1	TSPAN6	0	0	0	0	0	1	0	0	0	0
FCHO1	TXLNA	0	0	0	0	0	1	0	1	0	0
FCHO1	UBE2J1	0	0	0	0	0	1	0	0	1	0
