LINK	A375	A549	ASC	HA1E	HCC515	HEPG2	MCF7	NPC	PC3	VCAP
ELOVL6_MAP4K4	0	0	0	0	0	0	0	0	0	1
ELOVL6_PLP2	0	0	0	0	1	0	0	0	0	0
ELOVL6_POLE2	0	1	0	0	0	0	0	0	0	0
ELOVL6_POLR2I	0	0	0	0	0	0	0	0	0	1
ELOVL6_PRUNE	0	0	0	0	0	0	0	1	0	0
ELOVL6_PTK2B	0	0	0	0	0	0	0	0	0	1
ELOVL6_RAD9A	0	0	0	1	0	0	0	0	0	0
ELOVL6_RAE1	0	0	0	1	0	0	0	0	0	0
ELOVL6_RNF167	0	0	0	1	1	0	0	0	0	0
ELOVL6_SATB1	0	0	0	0	0	0	0	0	0	1
ELOVL6_SKIV2L	0	0	0	1	0	0	0	0	0	0
ELOVL6_SMNDC1	0	0	0	0	1	1	0	0	0	1
ELOVL6_SPAG7	0	0	0	1	0	0	0	0	0	0
ELOVL6_TESK1	0	0	0	0	0	0	0	0	0	1
ELOVL6_TIPARP	1	0	1	0	0	1	0	1	0	1
ELOVL6_TOMM34	1	1	1	1	1	1	0	1	0	1
ELOVL6_TRAPPC3	0	0	0	1	0	0	0	0	0	0
ELOVL6_WFS1	0	0	0	0	1	0	0	0	0	0
ELOVL6_XPNPEP1	0	0	0	0	0	1	0	1	0	0
ELOVL6_ZNF131	1	0	0	0	1	1	0	1	0	0
EML3_ACD	0	0	0	0	0	0	0	0	0	1
EML3_ADO	0	0	0	0	1	0	0	0	0	0
EML3_COG4	0	0	1	0	0	0	0	0	0	0
EML3_DYNLT3	0	0	0	0	0	0	0	1	0	0
EML3_ETS1	0	0	0	0	0	0	0	0	1	0
EML3_FGFR2	0	0	0	0	0	0	0	0	0	1
EML3_FOS	0	0	0	0	1	0	0	0	0	0
EML3_KDM3A	0	0	0	0	0	0	0	0	1	0
EML3_KIAA0355	0	0	0	0	0	1	0	0	0	0
EML3_MBTPS1	0	0	0	0	1	0	0	0	0	0
EML3_METRN	0	0	0	0	0	1	0	0	0	0
EML3_MTHFD2	0	1	0	0	0	0	0	0	0	0
EML3_SLC25A13	0	0	0	0	0	0	0	1	0	0
EML3_SORBS3	0	0	0	0	0	1	0	1	0	0
ENOPH1_ABHD4	0	0	0	0	0	0	0	0	1	0
ENOPH1_ABHD6	0	1	0	0	1	0	0	0	0	0
ENOPH1_ABL1	0	0	1	0	0	0	0	0	0	0
ENOPH1_ANXA7	0	0	1	0	0	0	0	0	0	0
ENOPH1_BLVRA	0	0	1	0	0	0	0	0	0	0
ENOPH1_CAB39	0	0	0	0	1	0	0	0	0	0
ENOPH1_CASP7	0	0	0	1	0	0	0	0	0	0
ENOPH1_DHDDS	0	0	0	0	0	0	0	0	0	1
ENOPH1_DNM1	0	0	0	0	0	0	0	1	0	0
ENOPH1_DUSP14	0	0	0	1	0	0	0	0	0	0
ENOPH1_ECH1	0	0	0	0	0	1	0	0	0	0
ENOPH1_EGR1	0	0	0	0	1	0	0	0	0	0
ENOPH1_EIF5	0	0	0	1	0	0	0	0	0	0
ENOPH1_EXT1	0	0	1	0	0	0	0	0	0	0
ENOPH1_GPR56	0	0	0	0	0	0	0	0	1	0
ENOPH1_GTF2A2	0	0	0	0	0	0	0	0	1	0
ENOPH1_HEBP1	0	0	0	0	0	0	0	0	0	1
ENOPH1_INSIG1	0	0	1	0	1	0	0	0	0	1
ENOPH1_KIF14	0	0	0	0	0	0	0	1	0	0
ENOPH1_LSM6	0	0	0	1	0	0	0	0	0	0
ENOPH1_MTHFD2	0	0	1	0	0	1	0	0	0	0
ENOPH1_PARP1	0	0	0	1	0	0	0	0	0	0
ENOPH1_POLR2I	0	0	0	0	0	0	0	0	1	0
ENOPH1_PRKCD	0	0	1	0	0	0	0	0	0	0
ENOPH1_PRPF4	0	0	1	0	0	0	0	0	0	0
ENOPH1_PRR15L	0	0	1	0	0	0	0	0	0	0
ENOPH1_PRR7	0	0	1	0	0	0	0	0	0	0
ENOPH1_RALGDS	0	0	0	1	0	0	0	0	0	0
ENOPH1_SENP6	0	0	0	0	0	1	0	0	0	0
ENOPH1_SLC35A3	0	0	0	0	0	0	0	0	1	0
ENOPH1_SNX11	0	0	0	1	0	0	0	0	0	0
ENOPH1_SNX13	0	0	0	1	0	0	0	0	0	0
ENOPH1_STX4	0	0	1	0	0	0	0	0	0	0
ENOPH1_TCEA2	1	0	0	0	0	0	0	0	0	0
ENOPH1_TIMM22	1	0	0	0	0	0	0	0	0	0
ENOPH1_TOR1A	0	0	0	0	0	0	0	0	0	1
ENOPH1_UFM1	0	0	0	0	0	0	0	0	1	0
ENOPH1_UGDH	0	0	0	0	1	0	0	0	0	0
ENOPH1_ZNF318	0	0	0	0	0	0	0	0	0	1
ENOSF1_ABL1	0	0	1	0	0	0	0	0	0	0
ENOSF1_AKR7A2	0	0	0	0	0	0	0	0	0	1
ENOSF1_ATG3	0	0	0	0	1	0	0	0	0	0
ENOSF1_ATMIN	0	0	1	0	0	0	0	0	0	0
ENOSF1_ATP11B	0	0	0	0	0	0	0	0	0	1
ENOSF1_BLMH	0	0	0	0	0	0	0	0	0	1
ENOSF1_CBLB	0	0	0	0	0	0	0	0	1	1
ENOSF1_CCDC86	0	1	0	0	0	0	0	0	0	0
ENOSF1_CHIC2	0	0	0	0	0	1	0	0	0	0
ENOSF1_CREG1	0	0	1	0	0	0	0	0	0	0
ENOSF1_CRKL	0	0	0	0	1	0	0	0	0	0
ENOSF1_CXCR4	0	0	0	0	0	0	0	0	0	1
ENOSF1_DUSP22	0	0	1	0	0	0	0	0	0	0
ENOSF1_EPB41L2	0	0	0	1	0	0	0	0	0	0
ENOSF1_FKBP14	0	1	0	0	0	0	0	0	0	0
ENOSF1_FKBP4	0	0	0	0	0	0	0	0	0	1
ENOSF1_FOXO3	0	0	0	0	0	0	0	0	1	0
ENOSF1_FOXO4	0	0	0	0	1	0	0	0	0	0
ENOSF1_GLRX	0	0	0	0	0	0	0	0	0	1
ENOSF1_H2AFV	0	0	0	0	1	0	0	0	0	1
ENOSF1_KDM5A	0	1	0	0	1	0	0	0	0	0
ENOSF1_KIF14	0	0	1	0	0	0	0	0	0	0
ENOSF1_KIT	0	0	0	0	0	0	0	0	0	1
ENOSF1_LAMA3	0	0	0	0	1	0	0	0	0	0
ENOSF1_MAPK9	1	0	0	1	1	0	0	0	1	1
ENOSF1_MFSD10	1	0	0	0	0	0	0	0	0	0
ENOSF1_PDHX	0	0	0	0	0	0	0	0	0	1
ENOSF1_PDS5A	0	0	0	0	0	0	0	0	0	1
ENOSF1_PROS1	0	0	0	0	0	0	0	0	1	0
ENOSF1_RAP1GAP	0	0	0	0	0	0	0	0	0	1
ENOSF1_RTN2	0	0	0	0	0	0	0	0	0	1
ENOSF1_SLC2A6	0	0	0	0	0	0	0	0	0	1
ENOSF1_SNX13	0	0	1	0	0	0	0	0	0	0
ENOSF1_SPDEF	0	0	1	0	0	0	0	0	0	0
ENOSF1_SPRED2	0	0	0	0	0	0	0	1	0	0
ENOSF1_TES	0	0	0	1	0	0	0	0	0	0
ENOSF1_TIMM22	0	0	1	0	0	0	0	0	0	0
ENOSF1_TOR1A	0	0	1	0	0	0	0	0	0	0
ENOSF1_TXLNA	0	0	0	1	0	0	0	0	0	0
EPB41L2_ARHGEF2	0	0	1	0	0	0	0	0	0	0
EPB41L2_ATP6V1D	0	0	0	1	0	0	0	0	0	0
EPB41L2_BAX	0	0	0	1	0	0	0	0	0	0
EPB41L2_BRCA1	1	1	0	0	0	0	0	0	0	0
EPB41L2_BTK	0	1	0	0	1	0	0	0	1	0
EPB41L2_CBR1	1	1	1	0	1	0	0	1	1	1
EPB41L2_CD320	1	1	1	1	0	0	0	1	0	0
EPB41L2_CHERP	0	0	1	0	0	0	0	0	0	0
EPB41L2_CIRBP	0	1	1	1	1	0	0	0	0	1
EPB41L2_CSK	0	0	0	0	1	0	0	0	0	0
EPB41L2_DDB2	0	0	0	0	0	0	0	0	1	0
EPB41L2_DUSP14	0	0	0	1	0	0	0	0	0	0
EPB41L2_ETV1	0	0	0	0	0	0	0	0	1	0
EPB41L2_GNAI2	0	0	1	0	0	0	0	0	0	0
EPB41L2_GNB5	0	1	0	0	0	0	0	0	0	0
EPB41L2_GTF2E2	0	0	0	0	1	0	0	0	0	0
EPB41L2_MALT1	0	0	1	0	0	0	0	0	0	0
EPB41L2_PPP1R13B	0	0	0	1	0	0	0	0	0	0
EPB41L2_PTK2B	0	0	0	0	1	0	0	0	0	0
EPB41L2_PYCR1	0	0	0	0	0	0	0	1	0	0
EPB41L2_SIRT3	0	1	0	1	1	0	0	0	0	1
EPB41L2_SKP1	0	0	0	0	1	0	0	0	0	0
EPB41L2_SLC25A14	0	0	1	0	0	0	0	0	0	0
EPB41L2_SLC35A1	0	0	1	0	0	0	0	0	0	0
EPB41L2_SMNDC1	0	0	0	0	1	0	0	0	0	0
EPB41L2_SPRED2	0	0	0	0	0	0	0	0	1	0
EPB41L2_STUB1	0	0	0	1	0	0	0	0	0	0
EPB41L2_TOP2A	0	0	1	0	0	0	0	0	0	0
EPB41L2_TRIB1	0	0	1	0	0	0	0	0	0	0
EPB41L2_XPNPEP1	0	1	0	0	0	0	0	0	0	0
EPHA3_ABHD6	0	0	0	0	0	0	1	0	0	0
EPHA3_APOE	0	0	0	0	0	0	1	0	0	0
EPHA3_ARHGAP1	0	0	0	0	0	0	1	0	0	0
EPHA3_CCNB1	0	0	0	0	0	0	0	0	1	1
EPHA3_CCNH	0	0	0	0	0	0	1	0	0	0
EPHA3_CDCA4	0	0	0	0	0	0	1	0	0	0
EPHA3_CGRRF1	0	0	0	0	0	0	0	0	1	0
EPHA3_CNDP2	0	0	0	0	0	0	1	0	0	0
EPHA3_CREG1	0	0	0	0	0	0	1	0	0	0
EPHA3_ENOSF1	0	0	0	1	0	0	0	0	0	0
EPHA3_GTF2A2	0	0	0	0	0	0	0	0	1	0
EPHA3_HSPA1A	0	0	0	0	0	0	1	0	0	0
EPHA3_IGF2R	0	0	0	0	0	0	1	0	0	0
EPHA3_MAPK13	0	0	0	1	0	0	0	0	0	0
EPHA3_MAPKAPK5	0	0	0	0	0	0	1	0	0	0
EPHA3_NOL3	0	0	0	1	0	0	0	0	0	0
EPHA3_PDLIM1	0	0	0	0	0	0	0	0	0	1
EPHA3_PHKA1	0	0	0	0	0	0	1	0	0	0
EPHA3_PLCB3	0	0	0	0	0	0	1	0	0	0
EPHA3_PLS1	0	0	0	0	0	0	0	0	1	0
EPHA3_POLR2K	0	0	0	1	0	0	0	0	0	0
EPHA3_PRUNE	0	0	0	0	0	0	1	0	0	0
EPHA3_PUF60	0	0	0	0	0	0	1	0	0	0
EPHA3_RFX5	0	0	0	0	0	0	0	0	0	1
EPHA3_RNF167	0	0	0	0	0	0	0	0	0	1
EPHA3_SLC35A1	0	0	0	0	0	0	1	0	0	0
EPHA3_SPAG7	0	0	0	0	0	0	1	0	0	0
EPHA3_STAT1	0	0	0	0	0	0	1	0	0	0
EPHA3_TJP1	0	0	0	0	0	0	1	0	0	0
EPHA3_TMEM109	0	0	0	0	0	0	0	0	0	1
EPHA3_UBE2A	0	0	0	0	0	0	1	0	0	0
EPHA3_WDR7	0	0	0	0	0	0	1	0	0	0
EPHA3_ZMYM2	0	0	0	0	0	0	1	0	0	0
EPHB2_AURKB	0	0	0	0	0	0	1	0	0	0
EPHB2_CASC3	0	0	0	0	0	0	1	0	0	0
EPHB2_CDC42	0	0	0	0	0	0	1	0	0	0
EPHB2_CHEK2	0	0	0	0	0	0	0	0	0	1
EPHB2_MYLK	0	0	0	0	0	0	1	0	0	0
EPHB2_NARFL	0	0	0	0	0	0	1	0	0	0
EPHB2_PLCB3	0	0	0	0	0	0	1	0	0	0
EPHB2_TMEM2	0	0	0	0	0	0	1	0	0	0
EPN2_ARHGAP1	0	0	0	1	0	0	0	0	0	0
EPN2_ATP2C1	0	0	0	1	0	0	0	0	0	0
EPN2_BECN1	0	0	0	0	0	0	0	0	1	0
EPN2_CGRRF1	0	1	0	0	0	0	0	0	0	0
EPN2_DDX42	0	0	0	0	0	0	0	1	0	0
EPN2_FYN	0	0	0	1	0	0	0	0	0	0
EPN2_FZD7	0	0	0	0	0	0	1	0	0	0
EPN2_PARP2	0	0	0	0	0	0	1	0	0	0
EPN2_PTGS2	0	0	0	1	0	0	0	0	0	0
EPN2_REEP5	0	0	0	0	0	0	0	1	0	0
EPN2_SORBS3	0	0	0	0	0	0	1	0	0	0
EPN2_SPDEF	0	0	0	0	0	0	1	0	0	0
EPN2_STX4	0	0	0	0	0	0	1	0	0	0
EPN2_TBPL1	0	0	0	0	0	0	1	0	0	0
EPN2_TOR1A	0	0	0	0	0	1	0	0	0	0
EPRS_AKAP8	0	0	0	0	0	0	0	0	1	0
EPRS_ARID5B	0	0	0	0	0	0	0	0	1	0
EPRS_ATP2C1	0	0	1	0	0	0	0	0	0	0
EPRS_AURKB	0	0	1	0	0	0	0	0	0	0
EPRS_BIRC5	0	0	1	0	0	0	0	0	0	0
EPRS_CALU	0	0	0	0	0	1	0	0	0	0
EPRS_COASY	1	0	0	0	0	0	0	0	1	0
EPRS_CRKL	0	0	1	0	0	0	0	0	0	0
EPRS_DDX42	0	0	1	0	0	0	0	0	0	0
EPRS_DMTF1	0	0	0	1	0	0	0	0	0	0
EPRS_EXT1	0	1	0	0	0	0	0	0	0	0
EPRS_FAS	0	0	0	0	1	0	0	0	0	0
EPRS_FBXO7	0	0	0	0	0	1	0	0	0	0
EPRS_GDPD5	0	0	0	0	0	0	0	1	0	0
EPRS_GFPT1	0	0	0	0	0	0	0	0	0	1
EPRS_GNA11	0	0	0	0	0	0	0	1	0	0
EPRS_HIF1A	0	1	0	0	0	0	0	0	0	0
EPRS_HMGA2	0	1	0	0	0	0	0	0	0	0
EPRS_IL4R	0	0	1	0	0	0	0	0	0	0
EPRS_KDELR2	0	0	1	0	0	0	0	0	0	0
EPRS_LIPA	0	0	1	0	0	0	0	0	0	0
EPRS_LSM6	0	0	1	0	0	0	0	0	0	0
EPRS_MRPL19	1	0	0	1	0	0	0	0	0	0
EPRS_NCOA3	0	0	1	0	0	0	0	0	0	0
EPRS_NUCB2	0	0	1	0	0	0	0	0	0	0
EPRS_PIK3CA	0	0	0	1	0	0	0	0	0	0
EPRS_PLOD3	0	0	0	0	0	1	0	1	0	0
EPRS_PNP	0	0	1	0	0	0	0	0	0	0
EPRS_POLD4	0	0	0	0	0	0	0	0	0	1
EPRS_PRCP	0	0	1	0	0	0	0	0	0	0
EPRS_RNF167	0	0	0	0	0	0	0	0	0	1
EPRS_RTN2	1	0	0	0	0	0	0	0	0	0
EPRS_SFN	0	0	1	0	0	0	0	0	0	0
EPRS_SH3BP5	0	0	0	0	0	0	0	1	0	0
EPRS_SLC11A2	0	0	0	0	0	1	0	0	0	0
EPRS_SLC27A3	0	0	0	0	1	0	0	0	0	0
EPRS_STAT5B	0	0	0	0	0	0	0	0	0	1
EPRS_STK25	0	1	0	0	0	0	0	0	0	0
EPRS_STX4	0	0	0	0	0	1	0	0	0	0
EPRS_STXBP1	1	0	0	0	0	1	0	0	0	0
EPRS_SYNE2	1	0	0	0	0	0	0	1	0	0
EPRS_TMEM50A	0	0	1	0	0	0	0	0	0	0
EPRS_TMEM97	0	0	0	0	0	1	0	0	0	0
EPRS_TXNDC9	0	1	0	0	0	0	0	0	0	0
EPRS_UBE2L6	1	0	1	1	0	0	0	1	0	0
EPRS_VAPB	1	0	0	0	0	0	0	0	0	1
EPRS_WDTC1	0	0	0	0	0	0	0	0	0	1
EPRS_ZFP36	0	0	1	0	0	1	0	0	0	0
ERBB2_ACLY	0	1	0	0	0	0	0	0	0	0
ERBB2_CALU	0	0	0	0	0	0	0	1	0	0
ERBB2_CDCA4	0	0	0	1	0	0	0	0	0	0
ERBB2_CPNE3	0	0	0	0	0	0	1	0	0	0
ERBB2_DDIT4	0	0	0	0	0	0	1	0	0	0
ERBB2_DNM1	0	1	0	0	0	0	0	0	0	0
ERBB2_DNM1L	0	0	0	0	0	1	0	0	0	0
ERBB2_DUSP14	0	0	0	0	0	0	1	0	0	0
ERBB2_EDEM1	0	0	0	0	0	1	0	1	0	0
ERBB2_ERBB3	0	0	0	0	0	0	1	0	0	0
ERBB2_FAM63A	0	0	0	1	0	0	0	0	0	0
ERBB2_FAM69A	0	0	0	0	0	1	0	0	0	0
ERBB2_FBXO21	0	0	0	1	0	0	0	0	0	0
ERBB2_FCHO1	0	0	0	0	0	1	0	0	0	0
ERBB2_FPGS	1	0	0	0	0	0	0	0	0	0
ERBB2_GNA11	0	1	0	0	0	0	0	0	0	0
ERBB2_IGHMBP2	0	0	0	0	0	0	1	0	0	0
ERBB2_KIAA1033	0	0	1	0	0	0	0	0	0	0
ERBB2_KTN1	0	1	0	0	0	0	0	0	0	0
ERBB2_METRN	0	0	0	0	0	0	0	1	0	0
ERBB2_MVP	0	0	0	0	0	0	1	0	0	0
ERBB2_NFKBIE	0	0	0	0	0	0	1	0	0	0
ERBB2_PLCB3	0	0	0	0	1	0	0	0	0	0
ERBB2_PNKP	0	0	0	0	0	0	1	0	0	0
ERBB2_PPOX	0	0	0	0	0	0	1	0	0	0
ERBB2_PSRC1	0	0	0	1	0	0	0	0	0	0
ERBB2_PTPRF	0	0	1	0	0	0	0	0	0	0
ERBB2_RPIA	0	0	0	0	0	0	1	0	0	0
ERBB2_RUVBL1	0	0	0	0	0	0	0	1	0	0
ERBB2_SNX13	0	0	0	0	0	0	1	0	0	0
ERBB2_STK10	0	0	0	0	0	0	0	1	0	0
ERBB2_TBXA2R	0	0	0	1	0	0	0	0	0	0
ERBB2_TESK1	0	0	0	0	0	0	1	0	0	0
ERBB2_TSPAN4	0	1	0	0	0	0	0	0	0	0
ERBB2_UGDH	0	0	0	0	0	0	0	1	0	0
ERBB2_VAT1	0	0	1	1	1	1	0	1	1	0
ERBB2_YME1L1	0	0	0	0	0	0	0	0	1	0
ERBB3_APPBP2	0	0	0	0	0	0	0	0	1	0
ERBB3_AXIN1	0	0	0	0	0	0	0	0	1	0
ERBB3_BAX	0	0	0	0	0	0	1	0	0	0
ERBB3_LIPA	0	0	0	0	0	0	1	0	0	0
ERBB3_MACF1	0	0	0	0	0	0	1	0	0	0
ERBB3_NFKBIE	0	0	0	0	0	0	1	0	0	0
ERBB3_PLCB3	0	0	0	0	0	0	1	0	0	0
ERBB3_PRAF2	0	0	0	0	0	0	1	0	0	0
ERBB3_PTPN1	0	0	0	0	0	0	1	0	0	0
ERBB3_RPIA	0	0	0	0	0	0	1	0	0	0
ERBB3_SCP2	0	0	0	0	0	0	1	0	0	0
ERBB3_TESK1	0	0	0	0	0	0	1	0	0	0
ERBB3_ZDHHC6	0	0	0	0	0	0	1	0	0	0
ERO1L_ARFIP2	0	0	0	0	1	0	0	0	0	1
ERO1L_KCNK1	0	1	0	0	0	0	0	0	0	0
ERO1L_MFSD10	0	0	0	1	0	0	0	0	0	0
ERO1L_OXA1L	0	0	0	0	0	0	0	0	1	0
ERO1L_RAB11FIP2	1	0	0	0	0	0	0	0	0	0
ERO1L_SERPINE1	0	1	0	0	0	0	0	0	0	0
ETFB_ABHD6	0	1	0	0	0	1	0	0	0	0
ETFB_ABL1	1	0	0	0	1	0	0	0	0	0
ETFB_ACAT2	0	0	0	0	0	0	1	0	0	0
ETFB_ADO	0	0	0	0	0	0	0	0	1	0
ETFB_AMDHD2	0	0	0	0	1	0	0	0	0	0
ETFB_AURKA	0	0	0	0	0	0	0	0	0	1
ETFB_AURKB	0	0	0	0	0	0	0	0	0	1
ETFB_C5	1	1	0	1	1	0	0	0	1	1
ETFB_CALM3	0	0	0	1	0	0	0	0	0	0
ETFB_COPS7A	0	0	1	0	0	0	0	0	0	0
ETFB_DAG1	0	0	0	0	1	0	0	0	0	0
ETFB_DECR1	1	1	1	1	1	1	0	1	1	1
ETFB_EVL	0	0	1	0	0	0	0	0	0	0
ETFB_FBXO21	1	0	1	0	1	1	0	1	0	0
ETFB_G3BP1	0	0	0	0	0	0	0	1	0	0
ETFB_GAA	0	0	1	0	0	0	0	0	0	0
ETFB_IGF2BP2	0	1	0	1	0	0	0	0	1	0
ETFB_IGFBP3	0	0	0	0	1	0	0	0	0	0
ETFB_LAMA3	0	0	0	0	0	0	0	0	0	1
ETFB_LOXL1	0	0	1	0	0	0	0	0	0	0
ETFB_MAPKAPK3	0	0	0	0	0	0	1	0	0	0
ETFB_MBNL1	0	0	0	0	0	0	0	0	1	0
ETFB_MBTPS1	0	0	0	0	0	0	0	0	1	0
ETFB_NR2F6	0	0	0	0	0	0	0	0	0	1
ETFB_PAK1	0	0	0	0	0	0	0	0	0	1
ETFB_PDHX	0	0	1	0	0	0	0	0	0	0
ETFB_PHKA1	0	1	0	0	0	0	0	0	0	0
ETFB_PIK3C3	0	0	0	0	0	0	0	0	0	1
ETFB_PRR7	0	0	1	0	0	0	0	0	0	0
ETFB_RAB21	0	0	0	0	1	0	0	0	0	0
ETFB_RBM6	0	0	0	0	0	0	0	0	1	0
ETFB_RRP1B	0	0	1	0	0	0	0	0	0	0
ETFB_SCRN1	0	0	1	0	0	0	0	0	0	0
ETFB_SFN	0	0	0	1	0	0	0	0	0	0
ETFB_SLC5A6	0	1	1	0	0	1	0	0	0	0
ETFB_SMC1A	0	0	1	0	0	0	0	0	0	0
ETFB_SPAG4	0	0	0	0	1	0	0	0	0	0
ETFB_SPR	0	0	0	0	0	0	0	0	0	1
ETFB_ST6GALNAC2	0	0	0	0	0	1	0	0	0	0
ETFB_TES	0	0	1	0	0	0	0	0	0	0
ETFB_TM9SF3	0	0	0	0	0	0	0	1	0	0
ETFB_TMED10	0	0	0	0	0	0	0	1	0	0
ETFB_TOP2A	0	0	0	0	0	0	0	0	1	0
ETFB_TRIB1	0	0	0	1	0	0	0	0	0	0
ETFB_TSKU	0	0	0	0	0	1	0	0	0	0
ETFB_UBE2C	0	1	0	0	0	0	0	1	0	0
ETFB_VPS72	0	0	1	1	0	0	0	0	0	0
ETFB_ZNF395	0	0	0	0	0	0	0	0	1	0
ETS1_EPHB2	0	0	0	0	0	0	0	0	1	0
ETS1_IER3	0	1	0	0	0	0	0	0	0	0
ETS1_INTS3	0	0	0	0	0	0	0	0	1	1
ETS1_KAT6B	0	0	0	0	1	0	0	0	0	0
ETS1_RAE1	1	1	0	1	1	0	0	0	0	1
ETS1_TGFBR2	0	0	0	0	1	0	0	0	0	0
ETV1_ABCF3	0	0	0	0	0	0	0	0	0	1
ETV1_ABHD4	0	0	0	0	1	0	0	0	0	0
ETV1_ABL1	1	0	0	0	1	0	0	0	0	0
ETV1_ARID5B	0	0	0	0	0	0	0	0	0	1
ETV1_B3GNT1	0	1	0	0	0	0	0	0	0	0
ETV1_CAT	0	0	0	0	1	0	0	0	0	0
ETV1_CCDC86	0	0	0	0	1	0	0	0	0	0
ETV1_CHIC2	0	0	0	0	0	0	0	0	1	0
ETV1_CIAPIN1	0	1	0	0	0	0	0	0	0	0
ETV1_CLIC4	1	0	0	0	0	0	0	0	0	0
ETV1_COPB2	0	1	0	1	1	0	0	0	0	1
ETV1_CYB561	0	0	0	0	0	0	0	0	0	1
ETV1_DNAJA3	1	0	0	0	0	0	0	0	0	0
ETV1_DRAP1	0	1	0	0	0	0	0	0	0	1
ETV1_ERBB2	0	0	0	0	1	0	0	0	0	0
ETV1_HERPUD1	0	0	0	0	1	0	0	0	0	0
ETV1_HES1	0	1	0	0	0	0	0	0	0	0
ETV1_HOXA10	0	0	0	0	1	0	0	0	0	0
ETV1_HOXA5	0	0	0	0	0	0	0	0	0	1
ETV1_HYOU1	0	1	0	0	0	0	0	0	0	0
ETV1_MAPKAPK2	0	1	0	0	0	0	0	0	0	0
ETV1_MOK	0	0	0	0	0	0	0	0	0	1
ETV1_NFKB2	1	0	0	0	0	0	0	0	0	0
ETV1_NFKBIE	0	0	0	0	0	0	0	0	0	1
ETV1_NR2F6	1	0	0	0	0	0	0	0	0	0
ETV1_NRAS	0	0	0	0	0	0	0	0	1	0
ETV1_ORC1	0	1	0	1	1	0	0	0	0	1
ETV1_PGAM1	0	0	0	0	0	0	0	0	0	1
ETV1_PIP4K2B	1	0	0	1	0	0	0	0	0	0
ETV1_PKIG	1	0	0	0	0	0	0	0	0	0
ETV1_POLR2I	1	0	0	0	1	0	0	0	0	0
ETV1_PSMD10	0	0	0	0	0	0	0	0	0	1
ETV1_RFC5	0	0	0	1	0	0	0	0	0	0
ETV1_RPS5	1	0	0	1	1	0	0	0	1	1
ETV1_RRP12	0	0	0	0	0	0	0	0	1	0
ETV1_SKIV2L	0	0	0	0	0	0	0	0	1	0
ETV1_SLC35F2	0	0	0	0	1	0	0	0	0	0
ETV1_SPTLC2	0	1	0	1	0	0	0	0	0	0
ETV1_TIPARP	1	0	0	0	1	0	0	0	0	0
ETV1_TRIB3	0	0	0	0	1	0	0	0	1	0
EVL_CASP2	0	0	0	1	0	0	0	0	0	0
EVL_DNAJC15	0	0	1	1	0	0	0	0	0	0
EVL_MPZL1	0	0	0	1	0	1	0	1	0	0
EVL_SDHB	0	0	0	0	0	1	0	0	0	0
EVL_SENP6	0	0	0	1	0	0	0	0	0	0
EVL_SKIV2L	0	0	0	0	0	0	0	1	0	0
EVL_STAT3	0	1	0	0	0	0	0	0	0	0
EVL_TIMP2	0	0	1	0	0	0	0	0	0	0
EVL_TPD52L2	0	0	0	0	0	1	0	0	0	0
EVL_WDTC1	0	0	0	0	0	1	0	0	0	0
EXT1_EPRS	0	0	0	0	0	1	0	0	0	0
EXT1_FOXO4	0	0	0	0	0	1	0	0	0	0
EXT1_PIH1D1	0	0	0	0	0	1	0	0	0	0
EZH2_ACBD3	0	0	0	0	0	0	1	0	0	0
EZH2_AKR7A2	0	0	0	0	1	0	0	0	0	0
EZH2_ATP2C1	0	0	0	0	0	0	0	0	1	0
EZH2_BLCAP	0	0	1	1	1	1	1	0	0	0
EZH2_BZW2	0	0	0	0	0	1	0	0	0	0
EZH2_CDC20	0	0	0	1	1	0	0	0	1	0
EZH2_CEP57	0	0	1	0	0	0	0	0	0	0
EZH2_CGRRF1	0	0	1	1	1	0	1	0	1	0
EZH2_CLIC4	0	0	0	0	0	0	0	0	1	0
EZH2_CNOT4	0	0	0	0	0	1	0	1	0	0
EZH2_COPB2	0	0	0	0	0	0	0	1	0	0
EZH2_CPNE3	0	0	0	0	0	0	1	0	0	0
EZH2_CSK	0	0	0	0	0	0	0	0	1	0
EZH2_CTNNAL1	0	0	1	0	0	0	0	0	0	0
EZH2_DNAJB2	0	0	1	0	0	0	0	0	0	0
EZH2_DUSP3	0	0	0	0	1	0	0	0	0	0
EZH2_DYNLT3	0	0	0	0	0	1	1	1	0	0
EZH2_EML3	0	0	0	0	1	0	0	0	0	0
EZH2_EPB41L2	0	0	0	0	0	0	0	0	1	0
EZH2_EPHB2	0	0	0	0	0	0	0	0	0	1
EZH2_FAS	0	0	1	0	0	0	0	0	0	0
EZH2_FASTKD5	0	0	1	1	1	0	0	0	0	0
EZH2_FZD7	0	0	0	1	0	0	0	0	1	0
EZH2_GDPD5	0	0	0	0	0	1	0	0	0	0
EZH2_HN1L	0	0	0	0	0	0	1	0	0	0
EZH2_HSPB1	0	0	0	0	0	0	0	0	0	1
EZH2_ICAM3	0	0	1	0	0	0	0	0	0	0
EZH2_KIAA0100	0	0	0	0	0	0	1	0	0	0
EZH2_KIAA0753	0	0	1	0	0	1	0	0	0	0
EZH2_MACF1	0	0	0	0	0	0	1	0	0	0
EZH2_MAP2K5	0	0	0	0	0	0	0	1	0	0
EZH2_MAP4K4	0	0	0	0	0	0	0	1	0	0
EZH2_MAP7	0	0	1	0	0	0	0	0	0	0
